rec.sport.hockey,rec.sport.hockey,191
rec.sport.hockey,soc.religion.christian,1
rec.sport.hockey,rec.motorcycles,7
rec.sport.hockey,rec.sport.baseball,19
rec.sport.hockey,sci.crypt,1
rec.sport.hockey,rec.autos,1
rec.sport.hockey,sci.med,2
rec.sport.hockey,comp.windows.x,0
rec.sport.hockey,sci.space,2
rec.sport.hockey,comp.os.ms-windows.misc,1
rec.sport.hockey,sci.electronics,2
rec.sport.hockey,comp.sys.ibm.pc.hardware,1
rec.sport.hockey,misc.forsale,1
rec.sport.hockey,comp.graphics,0
rec.sport.hockey,comp.sys.mac.hardware,0
rec.sport.hockey,talk.politics.mideast,0
rec.sport.hockey,talk.politics.guns,2
rec.sport.hockey,alt.atheism,2
rec.sport.hockey,talk.politics.misc,1
rec.sport.hockey,talk.religion.misc,0
soc.religion.christian,rec.sport.hockey,1
soc.religion.christian,soc.religion.christian,171
soc.religion.christian,rec.motorcycles,14
soc.religion.christian,rec.sport.baseball,1
soc.religion.christian,sci.crypt,1
soc.religion.christian,rec.autos,3
soc.religion.christian,sci.med,3
soc.religion.christian,comp.windows.x,0
soc.religion.christian,sci.space,0
soc.religion.christian,comp.os.ms-windows.misc,0
soc.religion.christian,sci.electronics,2
soc.religion.christian,comp.sys.ibm.pc.hardware,0
soc.religion.christian,misc.forsale,2
soc.religion.christian,comp.graphics,2
soc.religion.christian,comp.sys.mac.hardware,0
soc.religion.christian,talk.politics.mideast,5
soc.religion.christian,talk.politics.guns,0
soc.religion.christian,alt.atheism,8
soc.religion.christian,talk.politics.misc,4
soc.religion.christian,talk.religion.misc,11
rec.motorcycles,rec.sport.hockey,1
rec.motorcycles,soc.religion.christian,3
rec.motorcycles,rec.motorcycles,159
rec.motorcycles,rec.sport.baseball,4
rec.motorcycles,sci.crypt,2
rec.motorcycles,rec.autos,15
rec.motorcycles,sci.med,7
rec.motorcycles,comp.windows.x,2
rec.motorcycles,sci.space,3
rec.motorcycles,comp.os.ms-windows.misc,3
rec.motorcycles,sci.electronics,1
rec.motorcycles,comp.sys.ibm.pc.hardware,0
rec.motorcycles,misc.forsale,1
rec.motorcycles,comp.graphics,2
rec.motorcycles,comp.sys.mac.hardware,1
rec.motorcycles,talk.politics.mideast,1
rec.motorcycles,talk.politics.guns,6
rec.motorcycles,alt.atheism,1
rec.motorcycles,talk.politics.misc,2
rec.motorcycles,talk.religion.misc,1
rec.sport.baseball,rec.sport.hockey,23
rec.sport.baseball,soc.religion.christian,2
rec.sport.baseball,rec.motorcycles,17
rec.sport.baseball,rec.sport.baseball,152
rec.sport.baseball,sci.crypt,2
rec.sport.baseball,rec.autos,2
rec.sport.baseball,sci.med,1
rec.sport.baseball,comp.windows.x,0
rec.sport.baseball,sci.space,0
rec.sport.baseball,comp.os.ms-windows.misc,0
rec.sport.baseball,sci.electronics,4
rec.sport.baseball,comp.sys.ibm.pc.hardware,2
rec.sport.baseball,misc.forsale,3
rec.sport.baseball,comp.graphics,5
rec.sport.baseball,comp.sys.mac.hardware,1
rec.sport.baseball,talk.politics.mideast,0
rec.sport.baseball,talk.politics.guns,0
rec.sport.baseball,alt.atheism,2
rec.sport.baseball,talk.politics.misc,2
rec.sport.baseball,talk.religion.misc,3
sci.crypt,rec.sport.hockey,1
sci.crypt,soc.religion.christian,1
sci.crypt,rec.motorcycles,8
sci.crypt,rec.sport.baseball,1
sci.crypt,sci.crypt,149
sci.crypt,rec.autos,1
sci.crypt,sci.med,1
sci.crypt,comp.windows.x,3
sci.crypt,sci.space,5
sci.crypt,comp.os.ms-windows.misc,3
sci.crypt,sci.electronics,12
sci.crypt,comp.sys.ibm.pc.hardware,2
sci.crypt,misc.forsale,5
sci.crypt,comp.graphics,5
sci.crypt,comp.sys.mac.hardware,4
sci.crypt,talk.politics.mideast,1
sci.crypt,talk.politics.guns,9
sci.crypt,alt.atheism,3
sci.crypt,talk.politics.misc,7
sci.crypt,talk.religion.misc,5
rec.autos,rec.sport.hockey,0
rec.autos,soc.religion.christian,0
rec.autos,rec.motorcycles,29
rec.autos,rec.sport.baseball,3
rec.autos,sci.crypt,1
rec.autos,rec.autos,151
rec.autos,sci.med,0
rec.autos,comp.windows.x,1
rec.autos,sci.space,2
rec.autos,comp.os.ms-windows.misc,1
rec.autos,sci.electronics,18
rec.autos,comp.sys.ibm.pc.hardware,2
rec.autos,misc.forsale,5
rec.autos,comp.graphics,2
rec.autos,comp.sys.mac.hardware,4
rec.autos,talk.politics.mideast,1
rec.autos,talk.politics.guns,3
rec.autos,alt.atheism,4
rec.autos,talk.politics.misc,4
rec.autos,talk.religion.misc,1
sci.med,rec.sport.hockey,3
sci.med,soc.religion.christian,4
sci.med,rec.motorcycles,19
sci.med,rec.sport.baseball,4
sci.med,sci.crypt,3
sci.med,rec.autos,7
sci.med,sci.med,140
sci.med,comp.windows.x,2
sci.med,sci.space,5
sci.med,comp.os.ms-windows.misc,2
sci.med,sci.electronics,8
sci.med,comp.sys.ibm.pc.hardware,2
sci.med,misc.forsale,4
sci.med,comp.graphics,4
sci.med,comp.sys.mac.hardware,1
sci.med,talk.politics.mideast,3
sci.med,talk.politics.guns,4
sci.med,alt.atheism,5
sci.med,talk.politics.misc,3
sci.med,talk.religion.misc,1
comp.windows.x,rec.sport.hockey,1
comp.windows.x,soc.religion.christian,0
comp.windows.x,rec.motorcycles,13
comp.windows.x,rec.sport.baseball,0
comp.windows.x,sci.crypt,4
comp.windows.x,rec.autos,0
comp.windows.x,sci.med,1
comp.windows.x,comp.windows.x,159
comp.windows.x,sci.space,2
comp.windows.x,comp.os.ms-windows.misc,18
comp.windows.x,sci.electronics,3
comp.windows.x,comp.sys.ibm.pc.hardware,4
comp.windows.x,misc.forsale,3
comp.windows.x,comp.graphics,19
comp.windows.x,comp.sys.mac.hardware,1
comp.windows.x,talk.politics.mideast,1
comp.windows.x,talk.politics.guns,1
comp.windows.x,alt.atheism,1
comp.windows.x,talk.politics.misc,0
comp.windows.x,talk.religion.misc,1
sci.space,rec.sport.hockey,0
sci.space,soc.religion.christian,2
sci.space,rec.motorcycles,14
sci.space,rec.sport.baseball,2
sci.space,sci.crypt,2
sci.space,rec.autos,6
sci.space,sci.med,4
sci.space,comp.windows.x,5
sci.space,sci.space,148
sci.space,comp.os.ms-windows.misc,2
sci.space,sci.electronics,19
sci.space,comp.sys.ibm.pc.hardware,0
sci.space,misc.forsale,2
sci.space,comp.graphics,6
sci.space,comp.sys.mac.hardware,3
sci.space,talk.politics.mideast,0
sci.space,talk.politics.guns,6
sci.space,alt.atheism,1
sci.space,talk.politics.misc,2
sci.space,talk.religion.misc,2
comp.os.ms-windows.misc,rec.sport.hockey,0
comp.os.ms-windows.misc,soc.religion.christian,0
comp.os.ms-windows.misc,rec.motorcycles,8
comp.os.ms-windows.misc,rec.sport.baseball,3
comp.os.ms-windows.misc,sci.crypt,2
comp.os.ms-windows.misc,rec.autos,2
comp.os.ms-windows.misc,sci.med,5
comp.os.ms-windows.misc,comp.windows.x,12
comp.os.ms-windows.misc,sci.space,3
comp.os.ms-windows.misc,comp.os.ms-windows.misc,127
comp.os.ms-windows.misc,sci.electronics,0
comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware,22
comp.os.ms-windows.misc,misc.forsale,1
comp.os.ms-windows.misc,comp.graphics,17
comp.os.ms-windows.misc,comp.sys.mac.hardware,9
comp.os.ms-windows.misc,talk.politics.mideast,0
comp.os.ms-windows.misc,talk.politics.guns,2
comp.os.ms-windows.misc,alt.atheism,4
comp.os.ms-windows.misc,talk.politics.misc,2
comp.os.ms-windows.misc,talk.religion.misc,1
sci.electronics,rec.sport.hockey,2
sci.electronics,soc.religion.christian,0
sci.electronics,rec.motorcycles,16
sci.electronics,rec.sport.baseball,3
sci.electronics,sci.crypt,5
sci.electronics,rec.autos,13
sci.electronics,sci.med,6
sci.electronics,comp.windows.x,6
sci.electronics,sci.space,3
sci.electronics,comp.os.ms-windows.misc,8
sci.electronics,sci.electronics,107
sci.electronics,comp.sys.ibm.pc.hardware,17
sci.electronics,misc.forsale,10
sci.electronics,comp.graphics,12
sci.electronics,comp.sys.mac.hardware,12
sci.electronics,talk.politics.mideast,1
sci.electronics,talk.politics.guns,1
sci.electronics,alt.atheism,1
sci.electronics,talk.politics.misc,2
sci.electronics,talk.religion.misc,2
comp.sys.ibm.pc.hardware,rec.sport.hockey,2
comp.sys.ibm.pc.hardware,soc.religion.christian,0
comp.sys.ibm.pc.hardware,rec.motorcycles,4
comp.sys.ibm.pc.hardware,rec.sport.baseball,2
comp.sys.ibm.pc.hardware,sci.crypt,0
comp.sys.ibm.pc.hardware,rec.autos,1
comp.sys.ibm.pc.hardware,sci.med,2
comp.sys.ibm.pc.hardware,comp.windows.x,5
comp.sys.ibm.pc.hardware,sci.space,1
comp.sys.ibm.pc.hardware,comp.os.ms-windows.misc,27
comp.sys.ibm.pc.hardware,sci.electronics,22
comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware,120
comp.sys.ibm.pc.hardware,misc.forsale,6
comp.sys.ibm.pc.hardware,comp.graphics,13
comp.sys.ibm.pc.hardware,comp.sys.mac.hardware,20
comp.sys.ibm.pc.hardware,talk.politics.mideast,0
comp.sys.ibm.pc.hardware,talk.politics.guns,0
comp.sys.ibm.pc.hardware,alt.atheism,0
comp.sys.ibm.pc.hardware,talk.politics.misc,1
comp.sys.ibm.pc.hardware,talk.religion.misc,0
misc.forsale,rec.sport.hockey,1
misc.forsale,soc.religion.christian,0
misc.forsale,rec.motorcycles,5
misc.forsale,rec.sport.baseball,2
misc.forsale,sci.crypt,0
misc.forsale,rec.autos,8
misc.forsale,sci.med,0
misc.forsale,comp.windows.x,0
misc.forsale,sci.space,3
misc.forsale,comp.os.ms-windows.misc,3
misc.forsale,sci.electronics,9
misc.forsale,comp.sys.ibm.pc.hardware,12
misc.forsale,misc.forsale,145
misc.forsale,comp.graphics,4
misc.forsale,comp.sys.mac.hardware,8
misc.forsale,talk.politics.mideast,1
misc.forsale,talk.politics.guns,4
misc.forsale,alt.atheism,0
misc.forsale,talk.politics.misc,0
misc.forsale,talk.religion.misc,0
comp.graphics,rec.sport.hockey,3
comp.graphics,soc.religion.christian,3
comp.graphics,rec.motorcycles,5
comp.graphics,rec.sport.baseball,1
comp.graphics,sci.crypt,1
comp.graphics,rec.autos,4
comp.graphics,sci.med,3
comp.graphics,comp.windows.x,20
comp.graphics,sci.space,8
comp.graphics,comp.os.ms-windows.misc,17
comp.graphics,sci.electronics,12
comp.graphics,comp.sys.ibm.pc.hardware,11
comp.graphics,misc.forsale,1
comp.graphics,comp.graphics,126
comp.graphics,comp.sys.mac.hardware,6
comp.graphics,talk.politics.mideast,1
comp.graphics,talk.politics.guns,0
comp.graphics,alt.atheism,1
comp.graphics,talk.politics.misc,0
comp.graphics,talk.religion.misc,1
comp.sys.mac.hardware,rec.sport.hockey,3
comp.sys.mac.hardware,soc.religion.christian,0
comp.sys.mac.hardware,rec.motorcycles,7
comp.sys.mac.hardware,rec.sport.baseball,2
comp.sys.mac.hardware,sci.crypt,4
comp.sys.mac.hardware,rec.autos,3
comp.sys.mac.hardware,sci.med,2
comp.sys.mac.hardware,comp.windows.x,2
comp.sys.mac.hardware,sci.space,2
comp.sys.mac.hardware,comp.os.ms-windows.misc,8
comp.sys.mac.hardware,sci.electronics,15
comp.sys.mac.hardware,comp.sys.ibm.pc.hardware,17
comp.sys.mac.hardware,misc.forsale,8
comp.sys.mac.hardware,comp.graphics,9
comp.sys.mac.hardware,comp.sys.mac.hardware,157
comp.sys.mac.hardware,talk.politics.mideast,1
comp.sys.mac.hardware,talk.politics.guns,2
comp.sys.mac.hardware,alt.atheism,0
comp.sys.mac.hardware,talk.politics.misc,1
comp.sys.mac.hardware,talk.religion.misc,0
talk.politics.mideast,rec.sport.hockey,0
talk.politics.mideast,soc.religion.christian,3
talk.politics.mideast,rec.motorcycles,8
talk.politics.mideast,rec.sport.baseball,3
talk.politics.mideast,sci.crypt,7
talk.politics.mideast,rec.autos,3
talk.politics.mideast,sci.med,3
talk.politics.mideast,comp.windows.x,1
talk.politics.mideast,sci.space,3
talk.politics.mideast,comp.os.ms-windows.misc,1
talk.politics.mideast,sci.electronics,2
talk.politics.mideast,comp.sys.ibm.pc.hardware,0
talk.politics.mideast,misc.forsale,0
talk.politics.mideast,comp.graphics,0
talk.politics.mideast,comp.sys.mac.hardware,1
talk.politics.mideast,talk.politics.mideast,149
talk.politics.mideast,talk.politics.guns,4
talk.politics.mideast,alt.atheism,16
talk.politics.mideast,talk.politics.misc,4
talk.politics.mideast,talk.religion.misc,0
talk.politics.guns,rec.sport.hockey,0
talk.politics.guns,soc.religion.christian,5
talk.politics.guns,rec.motorcycles,14
talk.politics.guns,rec.sport.baseball,5
talk.politics.guns,sci.crypt,8
talk.politics.guns,rec.autos,7
talk.politics.guns,sci.med,5
talk.politics.guns,comp.windows.x,0
talk.politics.guns,sci.space,2
talk.politics.guns,comp.os.ms-windows.misc,3
talk.politics.guns,sci.electronics,3
talk.politics.guns,comp.sys.ibm.pc.hardware,0
talk.politics.guns,misc.forsale,2
talk.politics.guns,comp.graphics,3
talk.politics.guns,comp.sys.mac.hardware,1
talk.politics.guns,talk.politics.mideast,2
talk.politics.guns,talk.politics.guns,115
talk.politics.guns,alt.atheism,4
talk.politics.guns,talk.politics.misc,14
talk.politics.guns,talk.religion.misc,13
alt.atheism,rec.sport.hockey,1
alt.atheism,soc.religion.christian,44
alt.atheism,rec.motorcycles,12
alt.atheism,rec.sport.baseball,1
alt.atheism,sci.crypt,4
alt.atheism,rec.autos,5
alt.atheism,sci.med,6
alt.atheism,comp.windows.x,1
alt.atheism,sci.space,7
alt.atheism,comp.os.ms-windows.misc,3
alt.atheism,sci.electronics,3
alt.atheism,comp.sys.ibm.pc.hardware,1
alt.atheism,misc.forsale,0
alt.atheism,comp.graphics,0
alt.atheism,comp.sys.mac.hardware,1
alt.atheism,talk.politics.mideast,8
alt.atheism,talk.politics.guns,7
alt.atheism,alt.atheism,66
alt.atheism,talk.politics.misc,4
alt.atheism,talk.religion.misc,18
talk.politics.misc,rec.sport.hockey,1
talk.politics.misc,soc.religion.christian,3
talk.politics.misc,rec.motorcycles,6
talk.politics.misc,rec.sport.baseball,1
talk.politics.misc,sci.crypt,4
talk.politics.misc,rec.autos,3
talk.politics.misc,sci.med,8
talk.politics.misc,comp.windows.x,2
talk.politics.misc,sci.space,7
talk.politics.misc,comp.os.ms-windows.misc,0
talk.politics.misc,sci.electronics,5
talk.politics.misc,comp.sys.ibm.pc.hardware,0
talk.politics.misc,misc.forsale,0
talk.politics.misc,comp.graphics,4
talk.politics.misc,comp.sys.mac.hardware,0
talk.politics.misc,talk.politics.mideast,5
talk.politics.misc,talk.politics.guns,44
talk.politics.misc,alt.atheism,10
talk.politics.misc,talk.politics.misc,63
talk.politics.misc,talk.religion.misc,7
talk.religion.misc,rec.sport.hockey,0
talk.religion.misc,soc.religion.christian,34
talk.religion.misc,rec.motorcycles,10
talk.religion.misc,rec.sport.baseball,0
talk.religion.misc,sci.crypt,1
talk.religion.misc,rec.autos,5
talk.religion.misc,sci.med,8
talk.religion.misc,comp.windows.x,0
talk.religion.misc,sci.space,1
talk.religion.misc,comp.os.ms-windows.misc,3
talk.religion.misc,sci.electronics,1
talk.religion.misc,comp.sys.ibm.pc.hardware,0
talk.religion.misc,misc.forsale,2
talk.religion.misc,comp.graphics,3
talk.religion.misc,comp.sys.mac.hardware,2
talk.religion.misc,talk.politics.mideast,5
talk.religion.misc,talk.politics.guns,13
talk.religion.misc,alt.atheism,19
talk.religion.misc,talk.politics.misc,6
talk.religion.misc,talk.religion.misc,30
